名称,市場,33業種区分,17業種区分,売上高(百万円),営業利益(百万円),経常利益(百万円),当期利益(百万円),総資産(百万円),自己資本(百万円),資本金(百万円),有利子負債(百万円),時価総額（百万円）,自己資本比率,ROE,ROA,発行済株式数
インターネットインフィニティー,マザーズ,サービス業,情報通信・サービスその他 ,2837.0,172.0,146.0,104.0,1465.0,486.0,211.0,527.0,11214.0,33.2,32.25,8.52,1254400.0
岡藤ホールディングス,東証1部,証券、商品先物取引業,金融（除く銀行） ,2840.0,-698.0,-678.0,-858.0,40602.0,3093.0,3500.0,1181.0,33767.0,7.6,-24.45,-2.56,9965047.0
ヤマザキ,東証JQS,機械,機械 ,2843.0,81.0,37.0,23.0,4377.0,1931.0,962.0,1800.0,1877.0,44.1,1.21,0.52,4533000.0
スタジオアタオ,マザーズ,小売業,小売 ,2869.0,461.0,444.0,303.0,1497.0,1003.0,127.0,99.0,12548.0,67.0,41.28,25.82,6252000.0
ロコンド,マザーズ,小売業,小売 ,2893.0,193.0,195.0,298.0,2189.0,1276.0,100.0,200.0,10459.0,58.3,26.44,15.4,5438660.0
ナガオカ,東証JQS,機械,機械 ,2900.0,-592.0,-594.0,-825.0,6887.0,1870.0,1253.0,3489.0,3224.0,27.2,-46.13,-12.2,3539200.0
駅探,マザーズ,情報・通信業,情報通信・サービスその他 ,2911.0,621.0,620.0,418.0,2985.0,2386.0,291.0,160.0,4960.0,79.9,18.78,14.5,6888800.0
テクノ・セブン,東証JQS,電気機器,電機・精密 ,2920.0,349.0,349.0,175.0,3811.0,2189.0,100.0,748.0,2999.0,57.4,8.25,4.61,14078400.0
ダイヤ通商,東証JQS,小売業,小売 ,2930.0,32.0,17.0,9.0,1920.0,653.0,90.0,606.0,686.0,34.0,1.32,0.47,822200.0
グラファイトデザイン,東証JQS,その他製品,情報通信・サービスその他 ,2946.0,326.0,362.0,248.0,5366.0,4232.0,589.0,389.0,4022.0,78.9,5.95,4.79,6945600.0
Ubicomホールディングス,マザーズ,情報・通信業,情報通信・サービスその他 ,2992.0,237.0,289.0,112.0,2229.0,1109.0,696.0,182.0,17407.0,49.8,12.19,5.4,5570240.0
トレイダーズホールディングス,東証1部,証券、商品先物取引業,金融（除く銀行） ,3004.0,-1248.0,-1424.0,-1433.0,14749.0,2714.0,4048.0,904.0,49726.0,18.4,-47.32,-9.27,86213736.0
アークコア,名古屋セ,小売業,小売 ,3018.0,-272.0,-282.0,-286.0,1406.0,-77.0,232.0,1299.0,774.0,13.6,-50.21,-18.32,1970000.0
日本フォームサービス,東証JQS,その他製品,情報通信・サービスその他 ,3043.0,-33.0,23.0,6.0,5078.0,3071.0,395.0,1211.0,1170.0,60.5,0.19,0.12,4020000.0
ユーザベース,マザーズ,情報・通信業,情報通信・サービスその他 ,3081.0,250.0,225.0,267.0,3618.0,2410.0,1303.0,321.0,43967.0,66.6,17.57,10.06,14462856.0
サイバーステップ,マザーズ,情報・通信業,情報通信・サービスその他 ,3093.0,372.0,365.0,285.0,1717.0,1200.0,1018.0,48.0,13076.0,69.9,27.5,18.92,5446201.0
モブキャスト,マザーズ,情報・通信業,情報通信・サービスその他 ,3097.0,-222.0,-234.0,-333.0,3792.0,2129.0,1749.0,1062.0,13283.0,56.1,-21.74,-9.86,16100008.0
システム ディ,東証JQS,情報・通信業,情報通信・サービスその他 ,3108.0,193.0,186.0,134.0,3782.0,1754.0,484.0,1230.0,4090.0,46.4,7.92,3.63,3249000.0
WASHハウス,マザーズ,サービス業,情報通信・サービスその他 ,3118.0,294.0,284.0,192.0,3771.0,2164.0,993.0,110.0,17733.0,57.4,15.35,7.09,6828200.0
アルメディオ,東証2部,その他製品,情報通信・サービスその他 ,3121.0,30.0,33.0,60.0,3818.0,2693.0,1138.0,545.0,2096.0,70.5,2.22,1.57,9702316.0
サムコ,東証1部,機械,機械 ,3124.0,-279.0,-214.0,-265.0,10127.0,8000.0,1663.0,800.0,7681.0,79.0,-3.24,-2.55,8042881.0
フライトホールディングス,東証2部,情報・通信業,情報通信・サービスその他 ,3153.0,590.0,570.0,407.0,1533.0,718.0,1205.0,425.0,8785.0,46.8,79.11,27.61,9456500.0
シベール,東証JQS,食料品,食品 ,3162.0,-84.0,-85.0,-82.0,3680.0,1620.0,488.0,1706.0,5260.0,44.0,-4.86,-2.29,1806800.0
アルファポリス,マザーズ,情報・通信業,情報通信・サービスその他 ,3185.0,174.0,175.0,101.0,4959.0,3913.0,863.0,95.0,5483.0,78.9,2.61,1.97,4843700.0
光ハイツ・ヴェラス,札幌ア,サービス業,情報通信・サービスその他 ,3194.0,248.0,315.0,198.0,7600.0,3409.0,686.0,100.0,1776.0,44.9,5.96,2.57,2089200.0
アクセルマーク,マザーズ,情報・通信業,情報通信・サービスその他 ,3200.0,-377.0,-385.0,-458.0,2248.0,988.0,563.0,680.0,6889.0,44.0,-37.49,-22.11,4370900.0
日本ラッド,東証JQS,情報・通信業,情報通信・サービスその他 ,3222.0,189.0,197.0,409.0,2529.0,1360.0,772.0,75.0,4145.0,53.8,36.53,16.46,4505390.0
小林洋行,東証1部,証券、商品先物取引業,金融（除く銀行） ,3227.0,-210.0,-353.0,-128.0,14208.0,8472.0,2000.0,241.0,2847.0,59.6,-1.5,-0.91,10094644.0
アイサンテクノロジー,東証JQS,情報・通信業,情報通信・サービスその他 ,3236.0,334.0,315.0,272.0,5648.0,4225.0,1481.0,116.0,17604.0,74.8,9.16,6.03,5262800.0
アトラ,東証1部,サービス業,情報通信・サービスその他 ,3251.0,293.0,301.0,148.0,2796.0,1478.0,556.0,242.0,5803.0,52.9,12.91,5.7,8712500.0
オリエンタルチエン工業,東証2部,機械,機械 ,3252.0,82.0,85.0,157.0,3514.0,1366.0,1066.0,1024.0,1775.0,38.9,12.32,4.47,14672333.0
エクストリーム,マザーズ,サービス業,情報通信・サービスその他 ,3289.0,436.0,433.0,278.0,2062.0,1136.0,307.0,352.0,4330.0,55.1,24.47,13.48,2529000.0
アーバンライフ,東証2部,不動産業,不動産 ,3309.0,470.0,405.0,332.0,14083.0,2403.0,3405.0,10250.0,3183.0,17.1,14.84,2.36,31513000.0
倉庫精練,東証2部,繊維製品,素材・化学 ,3314.0,-286.0,-592.0,-768.0,4537.0,1242.0,506.0,1701.0,1135.0,27.4,-48.23,-14.59,7140078.0
ワットマン,東証JQS,小売業,小売 ,3316.0,1.0,9.0,-84.0,3086.0,2020.0,500.0,690.0,1671.0,65.5,-4.06,-2.91,11368541.0
アイレックス,東証JQS,情報・通信業,情報通信・サービスその他 ,3319.0,243.0,249.0,258.0,1899.0,894.0,80.0,390.0,7649.0,47.1,34.19,14.84,29417400.0
ジェイテック,東証JQG,サービス業,情報通信・サービスその他 ,3330.0,123.0,123.0,89.0,1819.0,803.0,261.0,451.0,1852.0,44.1,11.88,5.52,8572400.0
ファンドクリエーショングループ,東証JQS,不動産業,不動産 ,3333.0,367.0,350.0,324.0,3143.0,2261.0,1169.0,650.0,4572.0,71.9,15.27,10.36,37475371.0
東邦金属,東証2部,非鉄金属,鉄鋼・非鉄 ,3338.0,49.0,54.0,74.0,4484.0,2154.0,2531.0,1170.0,4162.0,48.0,3.58,1.71,23380012.0
フジコー,東証2部,サービス業,情報通信・サービスその他 ,3363.0,228.0,180.0,83.0,6405.0,2141.0,629.0,3325.0,2112.0,33.4,4.14,1.28,4541000.0
日本一ソフトウェア,東証JQS,情報・通信業,情報通信・サービスその他 ,3409.0,366.0,354.0,136.0,3883.0,2541.0,525.0,668.0,8584.0,65.4,5.56,3.85,5076100.0
昴,東証JQS,サービス業,情報通信・サービスその他 ,3446.0,240.0,269.0,30.0,6823.0,3318.0,990.0,2096.0,2958.0,48.6,0.9,0.43,693576.0
アクリーティブ,東証1部,その他金融業,金融（除く銀行） ,3450.0,1704.0,1739.0,3088.0,22255.0,10262.0,1224.0,11170.0,19803.0,46.1,35.12,14.13,43427500.0
クリップコーポレーション,東証JQS,サービス業,情報通信・サービスその他 ,3453.0,180.0,184.0,62.0,6593.0,5838.0,212.0,250.0,4101.0,88.5,1.04,0.92,4536000.0
ウィルソン・ラーニング ワールドワイド,東証JQS,サービス業,情報通信・サービスその他 ,3457.0,307.0,287.0,147.0,3501.0,2560.0,722.0,247.0,1809.0,73.1,5.9,4.22,5154580.0
小田原機器,東証JQS,輸送用機器,自動車・輸送機 ,3519.0,161.0,217.0,132.0,6419.0,4913.0,319.0,120.0,1863.0,76.5,2.72,2.06,3079200.0
アストマックス,東証JQS,証券、商品先物取引業,金融（除く銀行） ,3522.0,209.0,100.0,2.0,12117.0,5347.0,2013.0,4585.0,5409.0,44.1,0.04,0.02,13160300.0
ブレインパッド,東証1部,情報・通信業,情報通信・サービスその他 ,3528.0,148.0,143.0,150.0,1898.0,1397.0,332.0,45.0,7254.0,73.6,11.35,8.04,6760572.0
テラスカイ,マザーズ,情報・通信業,情報通信・サービスその他 ,3534.0,202.0,216.0,128.0,2552.0,1150.0,456.0,723.0,20359.0,45.1,12.2,5.94,2859400.0
豊商事,東証JQS,証券、商品先物取引業,金融（除く銀行） ,3536.0,-470.0,-384.0,-441.0,48980.0,8974.0,1722.0,625.0,3150.0,18.3,-4.77,-0.96,8897472.0
きんえい,東証2部,サービス業,情報通信・サービスその他 ,3542.0,184.0,186.0,103.0,4861.0,1834.0,564.0,257.0,9211.0,37.7,5.73,2.08,2821000.0
浜井産業,東証2部,機械,機械 ,3604.0,-410.0,-444.0,-732.0,6282.0,563.0,2213.0,3982.0,3220.0,9.0,-80.75,-10.82,34624000.0
ユークス,東証JQS,情報・通信業,情報通信・サービスその他 ,3643.0,31.0,121.0,54.0,6697.0,3791.0,412.0,2150.0,7346.0,56.6,1.42,0.93,11096000.0
プラコー,東証JQS,機械,機械 ,3695.0,264.0,265.0,262.0,2554.0,689.0,1332.0,690.0,3394.0,27.0,44.63,10.12,27152585.0
ホーブ,東証JQS,水産・農林業,食品 ,3722.0,-183.0,-177.0,-409.0,821.0,459.0,421.0,61.0,764.0,55.9,-61.64,-40.98,762000.0
セレス,東証1部,情報・通信業,情報通信・サービスその他 ,3726.0,557.0,497.0,275.0,5833.0,4304.0,1380.0,505.0,13886.0,73.8,8.86,6.01,10797600.0
ギガプライズ,名古屋セ,情報・通信業,情報通信・サービスその他 ,3753.0,500.0,466.0,305.0,2689.0,1345.0,195.0,692.0,6256.0,50.0,25.13,13.81,2846400.0
アジアゲートホールディングス,東証JQS,建設業,建設・資材 ,3757.0,180.0,236.0,234.0,8967.0,7581.0,4010.0,47.0,4710.0,84.5,3.35,2.83,57442851.0
エスケーホーム,福岡Q,建設業,建設・資材 ,3765.0,195.0,215.0,147.0,2377.0,1255.0,256.0,50.0,1552.0,52.8,13.26,7.46,1263500.0
不二電機工業,東証1部,電気機器,電機・精密 ,3769.0,444.0,467.0,304.0,10835.0,10227.0,1087.0,150.0,9030.0,94.4,2.91,2.74,6669000.0
オリコン,東証JQS,情報・通信業,情報通信・サービスその他 ,3781.0,616.0,578.0,337.0,3116.0,1963.0,1092.0,740.0,5747.0,63.0,17.62,9.47,15123200.0
大盛工業,東証2部,建設業,建設・資材 ,3785.0,199.0,1.0,34.0,6851.0,3509.0,2765.0,1601.0,3311.0,51.2,0.97,0.5,14848429.0
環境管理センター,東証JQS,サービス業,情報通信・サービスその他 ,3799.0,182.0,171.0,144.0,4429.0,1681.0,858.0,1701.0,2232.0,38.0,9.54,3.3,4678270.0
地域新聞社,東証JQG,サービス業,情報通信・サービスその他 ,3806.0,-164.0,-163.0,-246.0,1804.0,605.0,203.0,400.0,769.0,33.5,-32.82,-14.31,1843800.0
パートナーエージェント,マザーズ,サービス業,情報通信・サービスその他 ,3812.0,204.0,212.0,107.0,2263.0,659.0,235.0,1157.0,3882.0,29.1,14.78,5.07,10004400.0
セイヒョー,東証2部,食料品,食品 ,3821.0,-2.0,23.0,11.0,2087.0,1142.0,216.0,330.0,1363.0,54.7,0.98,0.53,432081.0
アートスパークホールディングス,東証2部,情報・通信業,情報通信・サービスその他 ,3835.0,500.0,477.0,337.0,3699.0,2782.0,1056.0,392.0,8359.0,75.2,13.02,9.23,6784920.0
アイ・アールジャパンホールディングス,東証2部,サービス業,情報通信・サービスその他 ,3836.0,1009.0,1008.0,694.0,3847.0,3190.0,795.0,100.0,14867.0,82.9,22.08,17.72,9291955.0
ソフトマックス,マザーズ,情報・通信業,情報通信・サービスその他 ,3844.0,-145.0,-108.0,1.0,4446.0,1600.0,424.0,1507.0,3168.0,36.0,0.06,0.02,1986500.0
プレシジョン・システム・サイエンス,マザーズ,精密機器,電機・精密 ,3847.0,-440.0,-428.0,-555.0,5804.0,3751.0,3401.0,1449.0,14094.0,64.6,-15.54,-9.55,23066900.0
安江工務店,東証JQS,建設業,建設・資材 ,3887.0,308.0,312.0,201.0,1953.0,891.0,38.0,337.0,1964.0,45.6,25.16,10.58,1301340.0
SYSホールディングス,東証JQS,情報・通信業,情報通信・サービスその他 ,3899.0,217.0,215.0,163.0,2511.0,1588.0,359.0,336.0,4353.0,63.2,13.38,7.4,1286000.0
エコノス,札幌ア,小売業,小売 ,3918.0,-33.0,-79.0,-71.0,2886.0,453.0,210.0,1373.0,361.0,15.7,-14.52,-2.38,859398.0
ニチリョク,東証JQS,小売業,小売 ,3919.0,231.0,124.0,91.0,11571.0,3744.0,1306.0,6572.0,3215.0,32.4,2.44,0.79,13741014.0
日本PCサービス,名古屋セ,サービス業,情報通信・サービスその他 ,3925.0,-79.0,-75.0,-187.0,1033.0,178.0,188.0,576.0,885.0,17.2,-105.06,-18.1,1427700.0
大和重工,東証2部,鉄鋼,鉄鋼・非鉄 ,3931.0,-6.0,98.0,95.0,6383.0,3289.0,651.0,1550.0,1915.0,51.5,2.89,1.44,13580000.0
ニックス,東証JQS,化学,素材・化学 ,3950.0,113.0,127.0,102.0,4791.0,2888.0,468.0,524.0,2785.0,60.3,3.53,2.09,2323000.0
フュートレック,東証2部,サービス業,情報通信・サービスその他 ,3957.0,325.0,325.0,161.0,5426.0,3273.0,716.0,1327.0,8557.0,60.3,5.03,2.96,9476200.0
アドバンテッジリスクマネジメント,東証2部,保険業,金融（除く銀行） ,3964.0,629.0,630.0,424.0,4157.0,2103.0,283.0,170.0,19847.0,50.6,22.17,11.88,17080400.0
ハイアス・アンド・カンパニー,マザーズ,サービス業,情報通信・サービスその他 ,3971.0,301.0,303.0,185.0,1905.0,1131.0,356.0,13.0,6868.0,59.4,18.11,10.75,7449300.0
串カツ田中,マザーズ,小売業,小売 ,3972.0,316.0,408.0,258.0,3476.0,1852.0,565.0,886.0,18322.0,53.3,21.93,9.36,3008600.0
麻生フオームクリート,東証JQS,建設業,建設・資材 ,3984.0,129.0,143.0,148.0,3570.0,1500.0,209.0,552.0,1334.0,42.0,10.28,4.08,3420000.0
ソフィアホールディングス,東証JQS,情報・通信業,情報通信・サービスその他 ,3990.0,169.0,151.0,23.0,2410.0,43.0,2108.0,1083.0,4610.0,1.8,73.02,0.97,22377200.0
日本製麻,東証2部,卸売業,商社・卸売 ,3992.0,259.0,262.0,119.0,3780.0,1305.0,100.0,906.0,1620.0,34.5,9.52,3.14,3673320.0
エヌ・ピー・シー,マザーズ,機械,機械 ,3996.0,116.0,81.0,-122.0,10611.0,5078.0,2812.0,1500.0,4852.0,47.9,-2.36,-1.18,22052426.0
インターワークス,東証1部,サービス業,情報通信・サービスその他 ,4000.0,881.0,882.0,583.0,3150.0,2528.0,171.0,1.0,10567.0,80.3,24.87,19.72,9784000.0
エボラブルアジア,東証1部,サービス業,情報通信・サービスその他 ,4000.0,618.0,571.0,340.0,4841.0,2277.0,1019.0,331.0,41463.0,47.0,25.96,9.85,16889400.0
テイン,東証JQS,輸送用機器,自動車・輸送機 ,4020.0,332.0,318.0,194.0,5589.0,2931.0,217.0,1553.0,3506.0,52.4,6.71,3.57,6652250.0
ナビタス,東証JQS,機械,機械 ,4031.0,99.0,121.0,-918.0,4385.0,2896.0,1075.0,7.0,2020.0,66.0,-27.19,-19.46,5722500.0
中日本興業,名証2部,サービス業,情報通信・サービスその他 ,4041.0,171.0,173.0,-49.0,5088.0,3702.0,270.0,132.0,5454.0,72.8,-1.32,-0.99,540000.0
岐阜造園,名証2部,建設業,建設・資材 ,4054.0,348.0,429.0,285.0,2885.0,1716.0,61.0,374.0,1960.0,59.5,17.87,10.0,1451800.0
アクトコール,マザーズ,サービス業,情報通信・サービスその他 ,4061.0,240.0,240.0,143.0,4769.0,837.0,292.0,1776.0,10013.0,17.6,18.25,2.57,7684200.0
アクモス,東証JQS,情報・通信業,情報通信・サービスその他 ,4062.0,146.0,158.0,143.0,2550.0,1415.0,693.0,383.0,3146.0,55.5,10.68,5.94,10215400.0
フィックスターズ,東証1部,情報・通信業,情報通信・サービスその他 ,4063.0,710.0,707.0,516.0,2604.0,2163.0,549.0,10.0,25573.0,83.1,25.77,20.05,6712000.0
TBグループ,東証2部,電気機器,電機・精密 ,4082.0,-301.0,-293.0,-317.0,2890.0,1892.0,3956.0,45.0,5178.0,65.5,-15.46,-9.32,87760588.0
共同ピーアール,東証JQS,サービス業,情報通信・サービスその他 ,4099.0,180.0,180.0,163.0,1784.0,781.0,419.0,426.0,1578.0,43.8,23.2,8.09,1260000.0
鴨川グランドホテル,東証JQS,サービス業,情報通信・サービスその他 ,4099.0,175.0,118.0,124.0,6459.0,1049.0,626.0,4046.0,3554.0,16.2,12.64,1.92,10453920.0
歌舞伎座,東証2部,サービス業,情報通信・サービスその他 ,4109.0,503.0,522.0,345.0,27436.0,11301.0,2365.0,626.0,68274.0,41.2,3.25,1.28,12170000.0
ジェイリース,マザーズ,その他金融業,金融（除く銀行） ,4121.0,337.0,312.0,220.0,5568.0,1063.0,705.0,1713.0,6869.0,19.1,32.69,4.62,4293200.0
櫻島埠頭,東証2部,倉庫・運輸関連業,運輸・物流 ,4129.0,11.0,54.0,7.0,6043.0,3748.0,770.0,1083.0,4019.0,62.0,0.19,0.12,15400000.0
アールエイジ,マザーズ,不動産業,不動産 ,4140.0,472.0,424.0,266.0,8577.0,2584.0,167.0,5164.0,2500.0,30.1,10.73,3.2,3181000.0
総医研ホールディングス,マザーズ,サービス業,情報通信・サービスその他 ,4147.0,264.0,271.0,186.0,5541.0,4368.0,1836.0,50.0,15904.0,78.8,4.33,3.55,26158200.0
夢の街創造委員会,東証JQS,情報・通信業,情報通信・サービスその他 ,4154.0,572.0,579.0,347.0,4066.0,2317.0,1113.0,548.0,79104.0,57.0,15.58,9.68,44390400.0
JMACS,東証2部,非鉄金属,鉄鋼・非鉄 ,4156.0,5.0,54.0,30.0,6879.0,4626.0,647.0,964.0,4011.0,67.2,0.65,0.44,4691555.0
ベステラ,東証1部,建設業,建設・資材 ,4182.0,397.0,404.0,271.0,4222.0,2183.0,412.0,650.0,16870.0,51.7,12.8,7.28,8326800.0
ベネフィットジャパン,マザーズ,情報・通信業,情報通信・サービスその他 ,4189.0,681.0,660.0,455.0,3344.0,2454.0,606.0,183.0,6006.0,73.4,20.45,14.03,5854050.0
キムラタン,東証1部,繊維製品,素材・化学 ,4199.0,-293.0,-320.0,-327.0,2341.0,1309.0,1303.0,656.0,5341.0,55.9,-22.45,-12.69,890093101.0
クロスフォー,東証JQS,その他製品,情報通信・サービスその他 ,4211.0,815.0,792.0,557.0,5498.0,2692.0,681.0,2286.0,9000.0,49.0,30.21,13.13,8729000.0
バナーズ,東証2部,小売業,小売 ,4218.0,200.0,199.0,194.0,7319.0,2821.0,307.0,2268.0,4067.0,38.5,7.03,2.74,20236086.0
キャピタル・アセット・プランニング,東証JQS,情報・通信業,情報通信・サービスその他 ,4242.0,248.0,249.0,150.0,2495.0,862.0,153.0,1113.0,6105.0,34.5,18.76,6.27,2621448.0
日創プロニティ,福岡Q,金属製品,建設・資材 ,4270.0,602.0,614.0,389.0,9452.0,7407.0,1176.0,1032.0,5579.0,78.4,5.25,4.12,7360000.0
アクアライン,マザーズ,サービス業,情報通信・サービスその他 ,4306.0,342.0,339.0,219.0,1766.0,953.0,253.0,203.0,4505.0,54.0,25.67,13.11,1951200.0
ODKソリューションズ,東証JQS,情報・通信業,情報通信・サービスその他 ,4311.0,162.0,183.0,121.0,6473.0,4158.0,637.0,899.0,3264.0,64.2,2.98,1.97,8200000.0
フォーシーズホールディングス,東証2部,小売業,小売 ,4311.0,277.0,260.0,122.0,3211.0,1275.0,882.0,1473.0,3487.0,39.7,10.05,4.0,6973470.0
あかつき本社,東証2部,証券、商品先物取引業,金融（除く銀行） ,4312.0,-458.0,421.0,239.0,27868.0,7870.0,3574.0,7086.0,8640.0,28.2,3.08,0.96,18661175.0
光陽社,東証2部,その他製品,情報通信・サービスその他 ,4315.0,122.0,143.0,932.0,4428.0,2003.0,1928.0,763.0,2338.0,45.2,60.64,23.77,14001000.0
ランド,東証1部,不動産業,不動産 ,4331.0,828.0,787.0,864.0,4415.0,2199.0,7494.0,1364.0,11092.0,49.8,67.55,30.38,652474000.0
ベルグアース,東証JQS,水産・農林業,食品 ,4395.0,-98.0,-91.0,13.0,3727.0,1212.0,331.0,1394.0,1777.0,32.5,1.07,0.34,1269900.0
イード,マザーズ,サービス業,情報通信・サービスその他 ,4399.0,87.0,90.0,-437.0,3715.0,2544.0,862.0,110.0,4738.0,68.5,-15.72,-11.0,4961400.0
レカム,東証JQS,卸売業,商社・卸売 ,4421.0,124.0,97.0,54.0,2602.0,1420.0,932.0,305.0,6309.0,54.6,4.68,2.3,60081900.0
セック,東証2部,情報・通信業,情報通信・サービスその他 ,4424.0,433.0,456.0,314.0,6087.0,5122.0,477.0,36.0,11945.0,84.1,6.25,5.22,5120000.0
ディー・エル・イー,東証1部,情報・通信業,情報通信・サービスその他 ,4427.0,-895.0,-916.0,-1801.0,6150.0,1889.0,1520.0,2389.0,9312.0,30.7,-95.34,-29.28,20242400.0
多摩川ホールディングス,東証JQS,電気機器,電機・精密 ,4443.0,189.0,106.0,44.0,7446.0,3260.0,1677.0,1599.0,4814.0,43.8,1.35,0.6,42598000.0
バーチャレクス・コンサルティング,マザーズ,サービス業,情報通信・サービスその他 ,4448.0,226.0,223.0,121.0,2798.0,975.0,597.0,941.0,2300.0,34.8,14.72,5.8,2937953.0
イーサポートリンク,東証JQS,サービス業,情報通信・サービスその他 ,4457.0,379.0,370.0,296.0,5405.0,3799.0,2721.0,367.0,5186.0,70.3,8.11,5.4,4424800.0
